flight,long,lat,alt,manufacturer,model,squawk,mph,spotted,cluster,anomaly
SWA3004,-118.5,34.4465,0.3091876406793534,BOEING,737-8H4,3220.0,0.8114285714285714,2022-11-25 06:50:00,3,False
SWA2267,-118.318,34.7996,0.3173726212400246,BOEING,737-7H4,6732.0,0.8057142857142856,2022-11-25 06:50:00,2,False
DAL1255,-118.441,34.9404,0.19152854511970535,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,7276.0,0.7580952380952382,2022-11-25 06:50:00,2,False
N61TF,-117.889,34.1294,0.3415183138940045,BOMBARDIER INC,BD-100-1A10,0.0,0.7047619047619047,2022-11-25 06:50:00,0,True
EJA521,-118.217,34.5913,0.05811336198076529,TEXTRON AVIATION INC,680A,4651.0,0.7047619047619047,2022-11-25 07:00:00,1,False
N5DM,-118.184,34.5798,0.17597708205443013,PILATUS,PC-12/45,7310.0,0.7047619047619047,2022-11-25 07:00:00,1,False
N948HF,-118.75,34.8467,0.30959688970738697,CESSNA,525C,3356.0,0.7714285714285714,2022-11-25 07:10:00,2,False
N1220W,-118.036,34.7071,0.05238387558829548,CESSNA,525A,6744.0,0.7047619047619047,2022-11-25 07:10:00,1,False
N34HS,-118.226,34.5249,0.22344996930632288,GULFSTREAM AEROSPACE,GV-SP (G550),6750.0,0.9066666666666665,2022-11-25 07:10:00,1,False
SKW3196,-117.923,34.5896,0.292817679558011,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,7376.0,0.7447619047619047,2022-11-25 07:10:00,0,False
AAL761,-117.504,34.8087,0.2596685082872928,BOEING,737-823,3211.0,0.7047619047619047,2022-11-25 07:10:00,0,False
PCM8654,-118.062,34.7014,0.06547984448536935,CESSNA,208B,4717.0,0.7047619047619047,2022-11-25 07:10:00,1,False
PCM8683,-118.017,34.8028,0.0609781051770002,CESSNA,208B,4614.0,0.7047619047619047,2022-11-25 07:10:00,1,False
SWA460,-118.225,34.5708,0.1526498874565173,BOEING,737-7Q8,1361.0,0.7314285714285713,2022-11-25 07:20:00,1,False
SKW3709,-118.077,34.6911,0.14200941272764478,EMBRAER S A,ERJ 170-200 LL,2013.0,0.6266666666666667,2022-11-25 07:20:00,1,False
UAL534,-117.378,34.6277,0.2195621035400041,BOEING,737-900ER,2063.0,0.7047619047619047,2022-11-25 07:20:00,0,False
ASA1133,-118.501,34.6582,0.28483732351135665,BOEING,737-9,1035.0,0.8247619047619048,2022-11-25 07:20:00,3,False
SWA1136,-118.068,34.659,0.1702475956619603,BOEING,737-7H4,3252.0,0.7047619047619047,2022-11-25 07:20:00,1,False
AAL1029,-117.865,34.572,0.29302230407202784,AIRBUS INDUSTRIE,A319-112,6726.0,0.819047619047619,2022-11-25 07:20:00,0,False
SWA3464,-117.933,34.341,0.10394925312052385,BOEING,737-8,4711.0,0.5257142857142858,2022-11-25 07:30:00,1,False
ASA1325,-118.545,34.4212,0.24022917945569877,AIRBUS,A320-214,1351.0,0.7619047619047619,2022-11-25 07:30:00,3,False
FFT1985,-118.358,34.5652,0.04358502148557397,AIRBUS,A320-251N,4736.0,0.44761904761904764,2022-11-25 07:30:00,1,False
SWA1727,-117.774,34.3623,0.19357479025987312,BOEING,737-7H4,2043.0,0.8323809523809522,2022-11-25 07:30:00,0,False
SWA168,-119.01,34.9921,0.2619193779414774,BOEING,737-7H4,1356.0,0.8323809523809522,2022-11-25 07:30:00,2,True
HAL31,-118.593,34.383,0.26887661141804786,AIRBUS,A321-271N,6734.0,0.8247619047619048,2022-11-25 07:30:00,3,False
SWA2177,-118.344,34.4555,0.131573562512789,BOEING,737-7H4,4660.0,0.6742857142857144,2022-11-25 07:40:00,3,False
N420BW,-118.175,34.5156,0.057499488438714955,RAYTHEON AIRCRAFT COMPANY,B36TC,2012.0,0.7047619047619047,2022-11-25 07:40:00,1,False
HAL79,-118.5,34.5624,0.16063024350317168,AIRBUS,A321-271N,2002.0,0.7276190476190476,2022-11-25 07:40:00,3,False
N363AL,-118.125,34.391,0.32494372825864537,CESSNA,525B,6324.0,0.7180952380952381,2022-11-25 07:40:00,1,False
SIS61,-117.729,34.8491,0.3392674442398199,CESSNA,525B,6751.0,0.5695238095238095,2022-11-25 07:40:00,0,False
SWA2012,-117.29,34.6299,0.21812973194188662,BOEING,737-8,6722.0,0.7923809523809524,2022-11-25 07:50:00,0,True
JBU224,-117.833,34.3015,0.13627992633517494,AIRBUS,A321-231,1033.0,0.8019047619047619,2022-11-25 07:50:00,0,False
N887CE,-118.296,34.5798,0.04951913239206057,DASSAULT AVIATION,FALCON 2000EX,4604.0,0.4685714285714286,2022-11-25 07:50:00,1,False
ASA1154,-118.242,34.7614,0.285451197053407,AIRBUS,A320-214,2077.0,0.8019047619047619,2022-11-25 07:50:00,1,False
AAL2599,-117.665,34.7088,0.19296091671782278,BOEING,737-823,0.0,0.8685714285714285,2022-11-25 07:50:00,0,False
SWA2227,-118.59,34.3348,0.3014119091467158,BOEING,737-800,2014.0,0.8152380952380953,2022-11-25 08:00:00,3,False
ASA1372,-118.272,34.7395,0.18436668712911808,BOEING,737-900ER,6610.0,0.7314285714285713,2022-11-25 08:00:00,1,False
N4196G,-118.08,34.404,0.039287906691221605,CESSNA,182S,4652.0,0.7047619047619047,2022-11-25 08:00:00,1,False
NKS264,-118.232,34.5893,0.05504399427051361,AIRBUS,A320-232,4716.0,0.4552380952380953,2022-11-25 08:10:00,1,False
UAL1018,-117.603,34.6672,0.27665234295068547,BOEING,737-8,6310.0,0.8361904761904762,2022-11-25 08:10:00,0,False
GAJ806,-118.618,34.9568,0.2015551463065275,BEECHCRAFT CORP,B300,2024.0,0.4685714285714286,2022-11-25 08:10:00,2,False
SWA807,-118.591,34.2431,0.30120728463269897,BOEING,737-7H4,0.0,0.7047619047619047,2022-11-25 08:20:00,3,False
COL689,-117.979,34.5647,0.25168815224063845,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,6501.0,0.819047619047619,2022-11-25 08:20:00,0,False
SKW5759,-118.458,34.4975,0.1702475956619603,EMBRAER S A,ERJ 170-200 LL,1337.0,0.6533333333333333,2022-11-25 08:20:00,3,False
N7873C,-118.523,34.64,0.19357479025987312,PIPER AIRCRAFT INC,PA46-500TP,3364.0,0.7047619047619047,2022-11-25 08:20:00,3,False
N2660U,-118.27,34.5464,0.08471454880294658,CESSNA,421C,5735.0,0.7047619047619047,2022-11-25 08:20:00,1,False
SWA3203,-118.446,34.3701,0.31573562512789033,BOEING,737-7H4,3746.0,0.8019047619047619,2022-11-25 08:20:00,3,False
DLX622,-118.252,34.4533,0.10354000409249027,BEECH,200,4707.0,0.7047619047619047,2022-11-25 08:30:00,1,False
N61TF,-118.297,34.413,0.3014119091467158,BOMBARDIER INC,BD-100-1A10,2030.0,0.8152380952380953,2022-11-25 08:30:00,3,False
WCC77,-118.464,34.4178,0.18457131164313484,RAYTHEON AIRCRAFT COMPANY,B300,7254.0,0.7047619047619047,2022-11-25 08:40:00,3,False
SWA3069,-118.375,34.4771,0.1831389400450174,BOEING,737-7H4,7666.0,0.7676190476190476,2022-11-25 08:40:00,3,False
SKW3467,-118.699,34.8358,0.21792510742786986,EMBRAER S A,ERJ 170-200 LR,1325.0,0.7980952380952382,2022-11-25 08:40:00,2,False
SWA2466,-118.734,34.696,0.30161653366073254,BOEING,737-7H4,6760.0,0.7047619047619047,2022-11-25 08:40:00,2,False
SKW5521,-117.943,34.6934,0.15858399836300385,EMBRAER S A,ERJ 170-200 LL,2040.0,0.6533333333333333,2022-11-25 08:40:00,1,False
JRE954,-117.896,34.6172,0.23756906077348067,CESSNA,750,1007.0,0.8019047619047619,2022-11-25 08:40:00,0,False
SKW3312,-118.139,34.667,0.21894822999795377,EMBRAER,ERJ 170-200 LR,1045.0,0.7714285714285714,2022-11-25 08:40:00,1,False
N3960W,-117.905,34.7623,0.0748925721301412,PIPER,PA-32-260,1200.0,0.7047619047619047,2022-11-25 08:40:00,1,False
SKW5997,-118.393,34.7892,0.21772048291385304,BOMBARDIER INC,CL-600-2B19,6723.0,0.7676190476190476,2022-11-25 08:40:00,2,False
EJA375,-118.598,34.981,0.2222222222222222,CESSNA,680,3307.0,0.8019047619047619,2022-11-25 09:00:00,2,False
EJA908,-118.552,34.5719,0.15224063842848373,TEXTRON AVIATION INC,680A,7315.0,0.6228571428571428,2022-11-25 09:00:00,3,False
PCM8683,-117.964,34.7306,0.056680990382647845,CESSNA,208B,4764.0,0.7047619047619047,2022-11-25 09:00:00,1,False
LXJ350,-117.829,34.8118,0.21567423777368527,BOMBARDIER INC,BD-100-1A10,7264.0,0.7847619047619048,2022-11-25 09:00:00,0,False
SWA1682,-118.618,34.4447,0.3173726212400246,BOEING,737-7BD,7722.0,0.8152380952380953,2022-11-25 09:10:00,3,False
FFT1984,-118.341,34.4581,0.12461632903621854,AIRBUS,A320-251N,4640.0,0.6361904761904762,2022-11-25 09:20:00,1,False
SKW4872,-118.213,34.5822,0.12359320646613463,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,7753.0,0.6533333333333333,2022-11-25 09:20:00,1,False
ASA1190,-118.609,34.2783,0.27665234295068547,BOEING,737-990ER,2544.0,0.8057142857142856,2022-11-25 09:20:00,3,False
FFL795,-117.982,34.6909,0.11950071618579906,Unknown,Unknown,7340.0,0.6666666666666667,2022-11-25 09:20:00,1,False
SWA990,-118.016,34.6098,0.15878862287702067,BOEING,737-7H4,3771.0,0.7142857142857142,2022-11-25 09:20:00,1,False
N7237B,-117.878,34.6697,0.03846940863515449,BEECH,A36,4651.0,0.7047619047619047,2022-11-25 09:20:00,0,False
LXJ459,-118.1,34.2903,0.3423368119500716,GULFSTREAM AEROSPACE,GIV-X (G450),7225.0,0.8323809523809522,2022-11-25 09:20:00,1,True
SWA1530,-118.572,34.5477,0.30980151422140373,BOEING,737-8,1777.0,0.8114285714285714,2022-11-25 09:20:00,3,False
SWA1453,-117.777,34.5003,0.11663597298956414,BOEING,737-800,3764.0,0.7371428571428571,2022-11-25 09:20:00,0,False
N231AQ,-118.068,34.6319,0.0658890935134029,MOONEY AIRCRAFT CORP.,M20K,4630.0,0.7047619047619047,2022-11-25 09:20:00,1,False
EJA521,-118.316,34.5574,0.1201145897278494,TEXTRON AVIATION INC,680A,1020.0,0.582857142857143,2022-11-25 09:30:00,1,False
UAL2475,-118.49,34.8853,0.20728463269899733,AIRBUS INDUSTRIE,A319-131,3344.0,0.740952380952381,2022-11-25 09:30:00,2,False
SWA2130,-117.717,34.6523,0.2512789032126049,BOEING,737-8H4,4627.0,0.8323809523809522,2022-11-25 09:30:00,0,False
N532LW,-118.737,34.5158,0.3010026601186822,CESSNA,525B,7636.0,0.7180952380952381,2022-11-25 09:30:00,3,False
N127AM,-118.123,34.6345,0.023531819111929607,AGUSTA SPA,A109E,1200.0,0.7047619047619047,2022-11-25 09:30:00,1,False
SWA1400,-117.353,34.5528,0.21199099652138326,BOEING,737-8H4,0.0,0.7047619047619047,2022-11-25 09:30:00,0,True
SWA311,-117.756,34.5294,0.1999181501943933,BOEING,737-7H4,6701.0,0.740952380952381,2022-11-25 09:30:00,0,False
SWA2517,-117.489,34.5935,0.23941068139963168,BOEING,737-7H4,2032.0,0.7885714285714285,2022-11-25 09:30:00,0,False
SKW5740,-117.824,34.522,0.12645794966236956,EMBRAER,ERJ 170-200 LR,3231.0,0.6438095238095238,2022-11-25 09:30:00,0,False
N93WP,-118.026,34.6772,0.032535297728667895,PIPER,PA-28-140,461.0,0.7047619047619047,2022-11-25 09:30:00,1,False
N216QS,-118.591,34.4411,0.28524657253939023,BOMBARDIER INC,CL-600-2B16,1354.0,0.7980952380952382,2022-11-25 09:30:00,3,False
N909SF,-118.907,34.9285,0.23081645181092697,BELL,222,0.0,0.7047619047619047,2022-11-25 09:40:00,2,False
ASA796,-118.524,35.0118,0.22611008798854104,BOEING,737-790,1660.0,0.7619047619047619,2022-11-25 09:40:00,2,False
ASA918,-118.306,34.7988,0.1984857785962758,BOEING,737-990ER,3206.0,0.7314285714285713,2022-11-25 09:40:00,1,False
JSX775,-118.845,34.886,0.19111929609167178,EMBRAER,EMB-135LR,6736.0,0.7047619047619047,2022-11-25 09:40:00,2,False
SWA2679,-118.106,34.3275,0.26846736239001434,BOEING,737-8,7614.0,0.8495238095238096,2022-11-25 09:40:00,1,False
N1905U,-117.934,34.487,0.05627174135461428,CESSNA,U206F,4656.0,0.7047619047619047,2022-11-25 09:40:00,0,False
N59WG,-117.773,34.41,0.32023736443625944,CESSNA,525B,1355.0,0.6838095238095239,2022-11-25 09:40:00,0,False
N25LZ,-117.665,34.6719,0.3089830161653366,CESSNA,525A,6732.0,0.7047619047619047,2022-11-25 09:40:00,0,False
N68961,-118.112,34.7653,0.01943932883159403,CESSNA,152,1200.0,0.7047619047619047,2022-11-25 09:40:00,1,False
SWA3358,-118.297,34.7552,0.18416206261510126,BOEING,737-7H4,3360.0,0.7180952380952381,2022-11-25 09:50:00,1,False
N4614P,-118.258,34.6777,0.016369961121342334,PIPER,PA-23-250,1200.0,0.7047619047619047,2022-11-25 09:50:00,1,False
AAL1164,-118.094,34.4727,0.2932269285860446,BOEING,737-823,3261.0,0.8057142857142856,2022-11-25 09:50:00,1,False
NKS265,-117.682,34.7076,0.16676897892367504,AIRBUS,A320-232,4775.0,0.7047619047619047,2022-11-25 09:50:00,0,False
HAL7,-118.163,34.6251,0.30182115817474936,AIRBUS,A330-243,6765.0,0.819047619047619,2022-11-25 09:50:00,1,False
UAL1212,-117.835,34.1453,0.2768569674647023,AIRBUS INDUSTRIE,A320-232,0.0,0.7047619047619047,2022-11-25 09:50:00,0,True
JBU459,-117.843,34.6553,0.09699201964395335,AIRBUS,A320-232,3376.0,0.7371428571428571,2022-11-25 10:00:00,0,False
UAL1679,-118.5,34.6931,0.2600777573153264,BOEING,737-924ER,3252.0,0.8285714285714285,2022-11-25 10:00:00,2,False
JSX551,-118.021,34.6845,0.15981174544710458,EMBRAER,EMB-135LR,7311.0,0.7047619047619047,2022-11-25 10:00:00,1,False
N555HM,-118.453,34.5125,0.2717413546142828,CESSNA,550,7625.0,0.7047619047619047,2022-11-25 10:00:00,3,False
SWA2340,-118.63,34.8905,0.3014119091467158,BOEING,737-8,2020.0,0.819047619047619,2022-11-25 10:00:00,2,False
N4196G,-118.372,34.7436,0.06609371802741969,CESSNA,182S,2007.0,0.7047619047619047,2022-11-25 10:00:00,1,False
UAL1691,-117.904,34.9521,0.24391242070800084,BOEING,777-222,3343.0,0.9295238095238094,2022-11-25 10:10:00,0,True
RGY710,-118.226,34.5698,0.11663597298956414,HAWKER BEECHCRAFT CORP,400A,7244.0,0.5257142857142858,2022-11-25 10:10:00,1,False
AAL1637,-117.664,34.3665,0.14221403724166154,AIRBUS,A321-253NX,0.0,0.7047619047619047,2022-11-25 10:10:00,0,False
SWA908,-118.748,34.528,0.30161653366073254,BOEING,737-7H4,7610.0,0.8057142857142856,2022-11-25 10:10:00,3,False
SKW5818,-117.945,34.6864,0.2126048700634336,EMBRAER S A,ERJ 170-200 LR,2026.0,0.6742857142857144,2022-11-25 10:10:00,1,False
N420TJ,-118.326,34.5731,0.04808676079394311,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,3150.0,0.7047619047619047,2022-11-25 10:10:00,1,False
N19HT,-118.008,34.5769,0.17659095559648047,GULFSTREAM AEROSPACE CORP,GVII-G500,3575.0,0.8457142857142856,2022-11-25 10:10:00,1,False
Unknown,-117.794,34.4568,0.17577245754041332,GULFSTREAM AEROSPACE CORP,GVI (G650ER),6753.0,0.7180952380952381,2022-11-25 10:10:00,0,False
N889CW,-118.636,34.9183,0.18743605483936976,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,4767.0,0.7142857142857142,2022-11-25 10:10:00,2,False
DAL1238,-117.823,34.5217,0.11397585430734601,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,1555.0,0.6171428571428572,2022-11-25 10:10:00,0,False
N371CD,-117.888,34.6159,0.05709023941068139,CIRRUS DESIGN CORP,SR22,3334.0,0.7047619047619047,2022-11-25 10:10:00,0,False
EJA807,-118.077,34.5071,0.16554123183957437,TEXTRON AVIATION INC,700,7770.0,0.7447619047619047,2022-11-25 10:20:00,1,False
SWA1040,-118.282,34.7871,0.19459791282995703,BOEING,737-7H4,3607.0,0.8419047619047619,2022-11-25 10:20:00,1,False
N644VB,-118.069,34.7186,0.029875179046449762,ROBINSON HELICOPTER COMPANY,R44 II,4610.0,0.7047619047619047,2022-11-25 10:20:00,1,False
SWA857,-118.75,34.8322,0.2036013914466953,BOEING,737-8,2444.0,0.7485714285714287,2022-11-25 10:20:00,2,False
N27RZ,-118.183,34.7311,0.1082463679148762,PIPER,PA 46-350P,4612.0,0.7047619047619047,2022-11-25 10:20:00,1,False
N952JH,-118.126,34.5135,0.03519541641088603,EUROCOPTER,AS332L1,1206.0,0.7047619047619047,2022-11-25 10:20:00,1,False
EJA361,-118.353,34.5661,0.044812768569674644,CESSNA,680,1711.0,0.7047619047619047,2022-11-25 10:20:00,1,False
DAL2861,-117.228,34.6263,0.21158174749334968,BOEING,737-932ER,2061.0,0.8685714285714285,2022-11-25 10:20:00,0,True
SWA2139,-117.635,34.8125,0.30939226519337015,BOEING,737-76Q,3375.0,0.7047619047619047,2022-11-25 10:20:00,0,False
JTL165,-118.641,34.9968,0.3173726212400246,CESSNA AIRCRAFT CO,560XLS,745.0,0.7542857142857142,2022-11-25 10:20:00,2,False
N59FM,-118.29,34.6266,0.03192142418661756,MOONEY,M20R,1344.0,0.7047619047619047,2022-11-25 10:30:00,1,False
SKW3367,-117.999,34.6056,0.21833435645590343,EMBRAER S A,ERJ 170-200 LR,2435.0,0.5428571428571429,2022-11-25 10:30:00,1,False
AAY1589,-118.733,34.6264,0.2758338448946184,AIRBUS,A320-214,2425.0,0.8285714285714285,2022-11-25 10:30:00,3,False
JSX720,-118.58,34.7813,0.26253325148352774,EMBRAER,EMB-145LR,7241.0,0.7371428571428571,2022-11-25 10:30:00,2,False
JSX550,-118.361,34.5653,0.04501739308369143,Unknown,Unknown,6544.0,0.7047619047619047,2022-11-25 10:30:00,1,False
GAJ885,-117.996,34.5676,0.17352158788622873,TEXTRON AVIATION INC,B300,3665.0,0.4914285714285714,2022-11-25 10:30:00,1,False
DAL1010,-117.179,34.6556,0.23163494986699407,BOEING,737-932ER,6776.0,0.8723809523809523,2022-11-25 10:30:00,0,True
SWA397,-117.844,34.3762,0.14221403724166154,BOEING,737-7H4,4674.0,0.5733333333333333,2022-11-25 10:40:00,0,False
MVJ44,-118.639,34.4384,0.3255576018006957,CESSNA,525C,7657.0,0.7276190476190476,2022-11-25 10:40:00,3,False
N39VP,-118.262,34.7284,0.0738694495600573,CIRRUS DESIGN CORP,SR22T,1006.0,0.20571428571428574,2022-11-25 10:40:00,1,True
N793QS,-118.384,34.5746,0.3415183138940045,BOMBARDIER INC,BD-100-1A10,7242.0,0.8152380952380953,2022-11-25 10:40:00,3,False
JSX104,-118.27,34.3866,0.12645794966236956,EMBRAER,EMB-135ER,4673.0,0.7047619047619047,2022-11-25 10:50:00,1,False
SKW958W,-118.665,34.4494,0.24841416001636996,EMBRAER S A,ERJ 170-200 LR,7642.0,0.8361904761904762,2022-11-25 10:50:00,3,False
SWA1488,-118.76,34.5483,0.21731123388581952,BOEING,737-7K9,7752.0,0.8457142857142856,2022-11-25 10:50:00,3,False
N948HF,-118.236,34.3742,0.31757724575404134,CESSNA,525C,6737.0,0.7809523809523808,2022-11-25 10:50:00,3,False
TAI562,-118.179,34.5087,0.2850419480253734,AIRBUS,A320-251N,7775.0,0.8057142857142856,2022-11-25 10:50:00,1,False
N418AK,-118.015,34.7294,0.040720278289339065,ALLISON E KNUPP,RV-7,1200.0,0.7047619047619047,2022-11-25 10:50:00,1,False
SKW3221,-118.082,34.2691,0.23490894209126256,BOMBARDIER INC,CL-600-2C10,1612.0,0.8114285714285714,2022-11-25 10:50:00,1,True
N887CE,-117.873,34.6067,0.1802741968487825,DASSAULT AVIATION,FALCON 2000EX,4670.0,0.7752380952380953,2022-11-25 10:50:00,0,False
SWA1450,-118.652,34.7029,0.27665234295068547,BOEING,737-800,3754.0,0.819047619047619,2022-11-25 10:50:00,2,False
EJA375,-118.057,34.8585,0.26805811336198077,CESSNA,680,7645.0,0.7923809523809524,2022-11-25 10:50:00,1,False
SWA990,-117.435,34.6442,0.189073050951504,BOEING,737-7H4,7374.0,0.7980952380952382,2022-11-25 10:50:00,0,False
SWA1981,-118.079,34.6897,0.2768569674647023,BOEING,737-8,5774.0,0.8457142857142856,2022-11-25 10:50:00,1,False
N424SM,-117.79,34.5281,0.10947411499897687,EXCEL AERO LLC,LANCAIR EVOLUTION,0.0,0.7047619047619047,2022-11-25 10:50:00,0,False
DAL763,-117.226,34.6279,0.2154696132596685,BOEING,737-932ER,5754.0,0.8761904761904762,2022-11-25 10:50:00,0,True
SWA836,-118.199,34.519,0.23470431757724575,BOEING,737-7H4,1533.0,0.8285714285714285,2022-11-25 11:00:00,1,False
N604WB,-118.739,34.6252,0.2512789032126049,CANADAIR LTD,CL-600-2B16,1323.0,0.9123809523809523,2022-11-25 11:00:00,3,False
SKW3162,-117.5,34.4647,0.2295887047268263,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,6770.0,0.7485714285714287,2022-11-25 11:00:00,0,False
SWA354,-117.752,34.4518,0.2682627378759975,BOEING,737-8,2037.0,0.8457142857142856,2022-11-25 11:00:00,0,False
N22XK,-118.155,34.7647,0.03806015960712093,KERZIE DAVID A,VANS RV-6,1200.0,0.7047619047619047,2022-11-25 11:00:00,1,False
N127AM,-118.122,34.5249,0.03990178023327195,AGUSTA SPA,A109E,1200.0,0.7047619047619047,2022-11-25 11:00:00,1,False
AAL1009,-118.735,34.3861,0.23490894209126256,AIRBUS INDUSTRIE,A319-112,2327.0,0.7847619047619048,2022-11-25 11:00:00,3,False
ASA1380,-118.712,35.1183,0.2768569674647023,BOEING,737-990,6673.0,0.7047619047619047,2022-11-25 11:10:00,2,False
N2103U,-118.287,34.745,0.009003478616738288,CESSNA,182T,0.0,0.7047619047619047,2022-11-25 11:10:00,1,False
N466MW,-118.298,34.5239,0.11724984653161448,BEECH,B200,2053.0,0.7047619047619047,2022-11-25 11:10:00,1,False
N313R,-118.149,34.4548,0.05627174135461428,RICHARD R NASON,SLING TSI,1066.0,0.7047619047619047,2022-11-25 11:10:00,1,False
SKW5416,-118.552,34.5563,0.180683445876816,EMBRAER,ERJ 170-200 LR,7303.0,0.6799999999999999,2022-11-25 11:10:00,3,False
SWA2954,-117.989,34.6887,0.1416001636996112,BOEING,737-752,4771.0,0.6914285714285715,2022-11-25 11:10:00,1,False
FFL830,-117.843,34.5054,0.15878862287702067,Unknown,Unknown,6621.0,0.819047619047619,2022-11-25 11:10:00,0,False
ASA689,-118.186,34.684,0.1829343155310006,BOEING,737-990,6675.0,0.700952380952381,2022-11-25 11:10:00,1,False
AAL2059,-118.435,34.8074,0.23470431757724575,AIRBUS INDUSTRIE,A320-232,1511.0,0.8552380952380951,2022-11-25 11:10:00,2,False
GDG626,-118.87,34.2408,0.3259668508287293,DASSAULT AVIATION,FALCON 2000EX,3215.0,0.7047619047619047,2022-11-25 11:20:00,3,True
N899EE,-118.738,34.5164,0.30120728463269897,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,7622.0,0.7809523809523808,2022-11-25 11:20:00,3,False
N6222P,-118.105,34.6794,0.048496009821976674,PIPER,PA-24-250,4672.0,0.7047619047619047,2022-11-25 11:20:00,1,False
ASA592,-117.998,34.3936,0.27624309392265195,BOEING,737-890,1733.0,0.8247619047619048,2022-11-25 11:20:00,0,False
ASA108,-118.203,34.3148,0.29343155310006136,BOEING,737-9,3501.0,0.8114285714285714,2022-11-25 11:20:00,3,False
N562DG,-118.127,34.7775,0.05627174135461428,Unknown,Unknown,0.0,0.7047619047619047,2022-11-25 11:20:00,1,False
N9173J,-118.011,34.5898,0.056680990382647845,PIPER,PA-28-180,4657.0,0.7047619047619047,2022-11-25 11:20:00,1,False
UAL1271,-118.743,34.7896,0.2774708410067526,AIRBUS INDUSTRIE,A320-232,3262.0,0.7047619047619047,2022-11-25 11:30:00,2,False
REH13,-118.153,34.6864,0.00040924902803355853,EUROCOPTER DEUTSCHLAND GMBH,EC 135 P2+,1206.0,0.7047619047619047,2022-11-25 11:30:00,1,False
N955GH,-118.31,34.5766,0.048291385307959886,CESSNA,750,1143.0,0.44190476190476186,2022-11-25 11:30:00,1,False
N923PT,-118.009,34.5375,0.03969715571925517,CIRRUS DESIGN CORP,SR22,4770.0,0.7047619047619047,2022-11-25 11:30:00,1,False
QXE2021,-118.581,34.507,0.27706159197871905,EMBRAER S A,ERJ 170-200 LR,6634.0,0.7847619047619048,2022-11-25 11:30:00,3,False
ASA619,-118.55,34.6666,0.19030079803560468,BOEING,737-990ER,2422.0,0.740952380952381,2022-11-25 11:30:00,3,False
XLJ411,-117.559,34.5713,0.24657253939021895,LEARJET INC,45,7323.0,0.8114285714285714,2022-11-25 11:30:00,0,False
N36HP,-118.336,34.7579,0.06507059545733579,BEECH,B36TC,7673.0,0.7047619047619047,2022-11-25 11:30:00,1,False
TIV715,-117.725,34.583,0.11397585430734601,GULFSTREAM AEROSPACE CORP,GVII-G600,4734.0,0.6704761904761904,2022-11-25 11:40:00,0,False
SWA2373,-118.023,34.4704,0.2596685082872928,BOEING,737-8H4,4706.0,0.8152380952380953,2022-11-25 11:40:00,1,False
N15PG,-118.51,34.389,0.1405770411295273,CESSNA,525B,4621.0,0.6266666666666667,2022-11-25 11:40:00,3,False
EJA731,-118.353,34.567,0.045222017597708206,BOMBARDIER INC,BD-100-1A10,4735.0,0.46476190476190476,2022-11-25 11:40:00,1,False
N532ST,-118.696,34.862,0.1379169224473092,PIPER,PA46-500TP,2404.0,0.7047619047619047,2022-11-25 11:50:00,2,False
SWA3452,-118.571,34.5464,0.2932269285860446,BOEING,737-76N,3723.0,0.7047619047619047,2022-11-25 11:50:00,3,False
N700FP,-118.195,34.6892,0.1712707182320442,SOCATA,TBM 700A,3731.0,0.46476190476190476,2022-11-25 11:50:00,1,False
DAL935,-117.657,34.3708,0.16697360343769185,AIRBUS,A321-211,7740.0,0.7047619047619047,2022-11-25 11:50:00,0,False
N14KE,-118.028,34.4742,0.056680990382647845,CIRRUS DESIGN CORP,SR22,4716.0,0.19238095238095237,2022-11-25 11:50:00,1,True
N854UC,-118.509,34.6701,0.22611008798854104,SOCATA,TBM 700,3610.0,0.5047619047619047,2022-11-25 11:50:00,3,False
N738KF,-118.098,34.7051,0.034990791896869246,CESSNA,172N,4756.0,0.7047619047619047,2022-11-25 11:50:00,1,False
SWA2772,-117.907,34.5309,0.159402496419071,BOEING,737-7H4,6366.0,0.6876190476190476,2022-11-25 11:50:00,0,False
N5699K,-117.918,34.6993,0.017597708205443013,BEECH,S35,433.0,0.7047619047619047,2022-11-25 11:50:00,1,False
N76HP,-118.346,34.7685,0.03990178023327195,MOONEY,M20F,3226.0,0.7047619047619047,2022-11-25 12:00:00,1,False
DAL1238,-118.361,34.4648,0.13996316758747696,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,2006.0,0.6742857142857144,2022-11-25 12:00:00,3,False
0,-118.052,34.5059,0.34131368937998774,BOMBARDIER INC,BD-100-1A10,7231.0,0.8552380952380951,2022-11-25 12:00:00,1,False
JBU1388,-117.537,34.4425,0.17086146920401063,AIRBUS,A321-231,2027.0,0.7980952380952382,2022-11-25 12:00:00,0,False
ASA144,-118.073,34.4487,0.2598731328013096,BOEING,737-900ER,6676.0,0.819047619047619,2022-11-25 12:00:00,1,False
