flight,long,lat,alt,manufacturer,model,squawk,mph,spotted,cluster,anomaly
AAL686,-117.667,34.552,0.22836095764272557,BOEING,737-823,732.0,0.7809523809523808,2022-11-07 21:50:00,0,False
SWA2529,-118.71,34.7774,0.3089830161653366,BOEING,737-7H4,7360.0,0.8057142857142856,2022-11-07 21:50:00,2,False
SKW3392,-117.863,34.5132,0.14814814814814814,EMBRAER S A,ERJ 170-200 LR,6331.0,0.6704761904761904,2022-11-07 21:50:00,0,False
SWA2172,-118.702,34.9422,0.2924084305299775,BOEING,737-7H4,764.0,0.8152380952380953,2022-11-07 21:50:00,2,False
UPS961,-118.108,34.6631,0.15387763454061798,MCDONNELL DOUGLAS,MD-11F,3266.0,0.7847619047619048,2022-11-07 22:00:00,1,False
VOI5610,-118.486,34.9479,0.22590546347452423,AIRBUS,A320-233,7262.0,0.8361904761904762,2022-11-07 22:00:00,2,False
AAL925,-118.242,34.7683,0.09801514221403723,AIRBUS,A319-112,3665.0,0.6742857142857144,2022-11-07 22:00:00,1,False
FDX1803,-118.409,34.4666,0.1712707182320442,BOEING,767-300F,7272.0,0.8114285714285714,2022-11-07 22:10:00,3,False
SWA355,-117.961,34.6272,0.18232044198895025,BOEING,737-7BD,3313.0,0.7314285714285713,2022-11-07 22:10:00,1,False
UPS991,-117.748,34.5791,0.13218743605483935,BOEING,757-24APF,6630.0,0.7104761904761905,2022-11-07 22:20:00,0,False
SWA873,-118.341,34.5689,0.04583589113975854,BOEING,737-7H4,4750.0,0.4590476190476191,2022-11-07 22:20:00,1,False
SWA2333,-117.92,34.6162,0.22754245958665847,BOEING,737-7H4,4660.0,0.8247619047619048,2022-11-07 22:30:00,0,False
SWA757,-117.6,34.4927,0.27788009003478614,BOEING,737-8H4,2602.0,0.8019047619047619,2022-11-07 22:30:00,0,False
SWA757,-118.682,35.0276,0.2758338448946184,BOEING,737-8H4,2602.0,0.8247619047619048,2022-11-07 22:40:00,2,False
ASA114,-118.648,35.1657,0.26437487210967875,BOEING,737-990ER,3547.0,0.8285714285714285,2022-11-07 23:10:00,2,False
N43U,-117.918,34.5646,0.09433190096173522,BEECH,200T,4740.0,0.29714285714285715,2022-11-07 23:10:00,1,True
UAL2239,-117.917,34.6094,0.26069163085737673,BOEING,737-924ER,7436.0,0.8457142857142856,2022-11-07 23:30:00,0,False
UAL362,-117.824,34.4502,0.2686719869040311,BOEING,767-424ER,2622.0,0.8495238095238096,2022-11-07 23:30:00,0,False
UAL2482,-117.537,34.7963,0.252097401268672,BOEING,737-9,3243.0,0.8457142857142856,2022-11-07 23:50:00,0,False
JBU358,-118.316,34.4807,0.0875792919991815,AIRBUS,A320-232,1026.0,0.6361904761904762,2022-11-08 00:00:00,1,False
ASA542,-117.767,34.6895,0.12297933292408429,BOEING,737-900ER,6650.0,0.582857142857143,2022-11-08 00:00:00,0,False
VOI950,-118.489,35.0672,0.27624309392265195,AIRBUS,A320-233,0.0,0.7047619047619047,2022-11-08 00:00:00,2,False
GTI8692,-118.835,34.7988,0.26703499079189685,BOEING,747-47UF,4112.0,0.8799999999999999,2022-11-08 00:20:00,2,False
UAL412,-118.274,34.456,0.21976672805402087,AIRBUS INDUSTRIE,A320-232,3222.0,0.7847619047619048,2022-11-08 00:20:00,1,False
DAL836,-117.535,34.532,0.3022304072027829,AIRBUS SAS,A350-941,2635.0,0.8990476190476191,2022-11-08 00:20:00,0,False
UAL348,-118.439,34.3071,0.28483732351135665,BOEING,777-224,2650.0,0.7047619047619047,2022-11-08 01:00:00,3,False
ASA574,-118.43,34.3477,0.2846326989973399,BOEING,737-990ER,6670.0,0.8057142857142856,2022-11-08 01:20:00,3,False
UPS966,-118.329,34.4921,0.23020257826887663,BOEING,767-34AF,1050.0,0.8323809523809522,2022-11-08 01:30:00,3,False
TAI561,-118.379,34.6322,0.2518927767546552,AIRBUS,A320-233,3303.0,0.819047619047619,2022-11-08 01:30:00,3,False
UAL505,-117.685,34.3491,0.2694904849600982,BOEING,777-222,3306.0,0.9161904761904762,2022-11-08 01:30:00,0,False
N1980K,-117.941,34.645,0.08573767137303048,GULFSTREAM AEROSPACE CORP,GVI,1774.0,0.6876190476190476,2022-11-08 01:40:00,1,False
HAL18,-117.67,34.6379,0.30059341109064863,AIRBUS,A330-243,2644.0,0.8723809523809523,2022-11-08 01:40:00,0,False
UAL1660,-118.25,34.5884,0.2844280744833231,BOEING,757-224,3203.0,0.8457142857142856,2022-11-08 01:50:00,1,False
VOI5603,-118.451,34.8479,0.2676488643339472,AIRBUS,A320-233,3266.0,0.7980952380952382,2022-11-08 02:10:00,2,False
FDX1342,-117.605,34.5454,0.26928586044608144,MCDONNELL DOUGLAS,MD-11F,2657.0,0.8857142857142857,2022-11-08 02:20:00,0,False
UPS984,-118.206,34.633,0.23838755882954776,MCDONNELL DOUGLAS,MD-11F,7207.0,0.8857142857142857,2022-11-08 02:40:00,1,False
UPS98,-118.087,34.3775,0.16574585635359113,BOEING,747-44AF,7312.0,0.7047619047619047,2022-11-08 03:00:00,1,False
FDX1853,-118.643,35.0638,0.21731123388581952,BOEING,767-300F,3252.0,0.8361904761904762,2022-11-08 03:10:00,2,False
HAL90,-117.668,34.424,0.28586044608144057,AIRBUS,A330-243,2663.0,0.8723809523809523,2022-11-08 03:40:00,0,False
UPS954,-118.364,34.8707,0.21158174749334968,AIRBUS INDUSTRIE,A300 F4-622R,7246.0,0.8761904761904762,2022-11-08 03:50:00,2,False
VOI951,-117.833,34.3255,0.26887661141804786,AIRBUS,A320-233,3304.0,0.8152380952380953,2022-11-08 03:50:00,0,False
AAL102,-117.559,34.4482,0.3022304072027829,BOEING,787-9,2704.0,0.8799999999999999,2022-11-08 04:30:00,0,False
UPS914,-118.272,34.5853,0.05258850010231225,AIRBUS,A300 F4-622R,6752.0,0.46476190476190476,2022-11-08 04:40:00,1,False
UAL1032,-118.525,34.6747,0.21076324943728258,AIRBUS INDUSTRIE,A320-232,7265.0,0.7885714285714285,2022-11-08 05:30:00,3,False
PEG7,-118.189,34.606,0.05995498260691631,BEECH,E-90,6072.0,0.7047619047619047,2022-11-08 05:40:00,1,False
UAL789,-117.92,34.3661,0.1289134438305709,BOEING,737-924ER,7262.0,0.6038095238095238,2022-11-08 05:50:00,0,False
SWA2204,-117.888,34.4767,0.2676488643339472,BOEING,737-7H4,4730.0,0.7923809523809524,2022-11-08 05:50:00,0,False
HR119,-118.224,34.5676,0.10926949048496008,CESSNA,750,7213.0,0.6266666666666667,2022-11-08 06:20:00,1,False
AAL922,-118.382,34.8601,0.17904644976468181,AIRBUS,A319-112,7243.0,0.7142857142857142,2022-11-08 06:20:00,2,False
ASA523,-118.498,34.5875,0.18682218129731942,BOEING,737-900ER,7201.0,0.7714285714285714,2022-11-08 06:20:00,3,False
SWA3091,-118.611,34.7698,0.26519337016574585,BOEING,737-7H4,7333.0,0.819047619047619,2022-11-08 06:20:00,2,False
0,-118.168,34.5182,0.0403110292613055,TEXTRON AVIATION INC,B300,4643.0,0.2895238095238095,2022-11-08 06:30:00,1,True
N605GD,-117.797,34.5673,0.17904644976468181,GULFSTREAM AEROSPACE CORP,GVI (G650ER),7356.0,0.7752380952380953,2022-11-08 06:30:00,0,False
SKW3196,-118.658,34.855,0.21792510742786986,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,0.0,0.7047619047619047,2022-11-08 06:40:00,2,False
UPS2963,-118.364,34.8397,0.17638633108246365,BOEING,757-24APF,3313.0,0.7809523809523808,2022-11-08 06:40:00,2,False
SKW3909,-118.446,34.5286,0.16963372211990996,EMBRAER S A,ERJ 170-200 LR,1332.0,0.6666666666666667,2022-11-08 06:40:00,3,False
ASH5868,-118.306,34.5482,0.3020257826887661,BOMBARDIER INC,CL-600-2D24,3355.0,0.8361904761904762,2022-11-08 06:40:00,3,False
N888WY,-118.177,34.7093,0.30120728463269897,HAWKER BEECHCRAFT CORP,HAWKER 850XP,3330.0,0.8019047619047619,2022-11-08 06:40:00,1,False
WWI80,-117.753,34.4605,0.1862083077552691,CANADAIR LTD,CL-600-2B16,7221.0,0.6742857142857144,2022-11-08 06:40:00,0,False
HAL8,-117.462,34.6547,0.2635563740536116,AIRBUS,A330-243,2732.0,0.8685714285714285,2022-11-08 06:40:00,0,False
UPS2985,-117.925,34.5676,0.15878862287702067,BOEING,757-24APF,6640.0,0.8057142857142856,2022-11-08 06:40:00,0,False
JRE943,-118.621,34.5363,0.18743605483936976,CESSNA,680,7202.0,0.7314285714285713,2022-11-08 07:10:00,3,False
HGT5214,-117.978,34.6125,0.27603846940863513,EMBRAER,EMB-145XR,1540.0,0.7980952380952382,2022-11-08 07:10:00,1,False
SWA255,-117.847,34.377,0.13014119091467158,BOEING,737-7H4,0.0,0.5523809523809524,2022-11-08 07:10:00,0,False
AAL761,-117.879,34.7349,0.25025578064252096,AIRBUS,A320-214,3321.0,0.819047619047619,2022-11-08 07:10:00,0,False
SWA2982,-118.747,34.987,0.3081645181092695,BOEING,737-76N,1324.0,0.8152380952380953,2022-11-08 07:10:00,2,False
ATN1917,-118.604,34.5073,0.16840597503580929,BOEING,767-36N,6745.0,0.7047619047619047,2022-11-08 07:20:00,3,False
0,-117.935,34.5764,0.03110292613055044,TEXTRON AVIATION INC,B300,4735.0,0.2895238095238095,2022-11-08 07:20:00,1,True
SKW3709,-117.946,34.6929,0.15899324739103743,EMBRAER S A,ERJ 170-200 LL,1362.0,0.582857142857143,2022-11-08 07:20:00,1,False
N99ZM,-118.19,34.6054,0.11704522201759769,BOMBARDIER INC,BD-700-1A10,6765.0,0.7047619047619047,2022-11-08 07:30:00,1,False
ASA531,-118.641,34.5691,0.14426028238182936,BOEING,737-900ER,6716.0,0.6971428571428571,2022-11-08 07:30:00,3,False
N59WG,-118.595,34.5715,0.2432985471659505,CESSNA,525B,2051.0,0.6228571428571428,2022-11-08 07:30:00,3,False
AAL2599,-117.982,34.7761,0.14855739717618172,BOEING,737-823,2014.0,0.660952380952381,2022-11-08 07:30:00,1,False
PCM8683,-118.063,34.7269,0.06220585226110088,CESSNA,208B,4656.0,0.7047619047619047,2022-11-08 07:30:00,1,False
SWA2012,-117.451,34.6584,0.21915285451197053,BOEING,737-7H4,7724.0,0.7542857142857142,2022-11-08 07:40:00,0,False
JSX101,-117.923,34.6478,0.0875792919991815,EMBRAER,EMB-135LR,4727.0,0.7047619047619047,2022-11-08 07:40:00,1,False
SWA1727,-118.226,34.5692,0.13914466953140986,BOEING,737-7H4,6751.0,0.6304761904761904,2022-11-08 07:40:00,1,False
EJA234,-118.475,34.8826,0.29486392469817885,BOMBARDIER INC,CL-600-2B16,6730.0,0.8152380952380953,2022-11-08 07:40:00,2,False
UPS2975,-117.755,34.4906,0.112134233681195,BOEING,757-24APF,0.0,0.7047619047619047,2022-11-08 07:40:00,0,False
0,-118.084,34.6583,0.06916308573767137,TEXTRON AVIATION INC,B300,4774.0,0.3333333333333333,2022-11-08 07:50:00,1,False
AAL1029,-118.07,34.6743,0.2541436464088398,AIRBUS,A319-132,7634.0,0.8247619047619048,2022-11-08 07:50:00,1,False
SWA603,-119.087,35.0067,0.2698997339881318,BOEING,737-76N,7670.0,0.8419047619047619,2022-11-08 07:50:00,2,True
UAL716,-117.813,34.6326,0.177000204624514,AIRBUS,A319-132,6733.0,0.6799999999999999,2022-11-08 08:00:00,0,False
AAL933,-118.227,34.723,0.2676488643339472,BOEING,737-8,6342.0,0.8323809523809522,2022-11-08 08:00:00,1,False
N1TD,-118.231,34.5017,0.11684059750358093,GULFSTREAM AEROSPACE,G-IV,4645.0,0.660952380952381,2022-11-08 08:10:00,1,False
JBU288,-117.685,34.3548,0.18641293226928585,AIRBUS INDUSTRIE,A320-232,5750.0,0.6876190476190476,2022-11-08 08:10:00,0,False
SWA883,-117.98,34.6406,0.09412727644771843,BOEING,737-7H4,1534.0,0.5923809523809525,2022-11-08 08:10:00,1,False
0,-117.97,34.6917,0.17945569879271533,LEARJET INC,60,2075.0,0.7238095238095239,2022-11-08 08:10:00,1,False
N541B,-117.781,34.591,0.17781870268058114,BEECHCRAFT CORP,B200GT,4767.0,0.26285714285714284,2022-11-08 08:10:00,0,True
XLJ784,-118.249,34.5966,0.1675874769797422,LEARJET INC,45,7341.0,0.6704761904761904,2022-11-08 08:20:00,1,False
KFB7,-117.769,34.419,0.1356660527931246,CANADAIR LTD,CL-600-2B16,7773.0,0.539047619047619,2022-11-08 08:20:00,0,False
UPS2989,-118.095,34.7406,0.16267648864333945,BOEING,767-300F,6641.0,0.8152380952380953,2022-11-08 08:20:00,1,False
EJA536,-118.045,34.681,0.13443830570902393,TEXTRON AVIATION INC,680A,4672.0,0.6838095238095239,2022-11-08 08:20:00,1,False
SKW3427,-118.61,34.8328,0.22651933701657456,EMBRAER S A,ERJ 170-200 LR,2031.0,0.7885714285714285,2022-11-08 08:20:00,2,False
ASA482,-118.554,34.408,0.23470431757724575,BOEING,737-990ER,6605.0,0.8419047619047619,2022-11-08 08:20:00,3,False
UAL1018,-117.536,34.4588,0.2694904849600982,BOEING,737-8,1766.0,0.7047619047619047,2022-11-08 08:20:00,0,False
SWA382,-119.085,35.0039,0.24145692653979944,BOEING,737-7Q8,7666.0,0.7047619047619047,2022-11-08 08:20:00,2,True
N783FS,-118.113,34.484,0.14896664620421524,DASSAULT AVIATION,FALCON 2000,5764.0,0.4685714285714286,2022-11-08 08:30:00,1,False
UAL1678,-118.45,34.7354,0.25168815224063845,BOEING,737-924ER,3237.0,0.8419047619047619,2022-11-08 08:30:00,2,False
N914EG,-118.043,34.5404,0.06957233476570493,EMBRAER SA,EMB-500,4757.0,0.4552380952380953,2022-11-08 08:30:00,1,False
ASA527,-118.57,34.7006,0.29097605893186,BOEING,737-890,6704.0,0.8285714285714285,2022-11-08 08:30:00,2,False
N975LV,-118.078,34.709,0.1434417843257622,LEARJET INC,60,4634.0,0.6799999999999999,2022-11-08 08:30:00,1,False
SWA2369,-118.124,34.6179,0.07018620830775527,BOEING,737-7H4,4703.0,0.5561904761904761,2022-11-08 08:30:00,1,False
UAL1890,-117.853,34.26,0.15797012482095352,BOEING,787-10,0.0,0.7047619047619047,2022-11-08 08:40:00,0,False
SWA2227,-118.457,34.4484,0.30980151422140373,BOEING,737-8,7652.0,0.8247619047619048,2022-11-08 08:40:00,3,False
JBU1316,-117.574,34.4799,0.21731123388581952,AIRBUS,A321-231,7612.0,0.7142857142857142,2022-11-08 08:40:00,0,False
EJA595,-118.198,34.5977,0.13075506445672191,TEXTRON AVIATION INC,680A,5720.0,0.5485714285714285,2022-11-08 08:50:00,1,False
SWA2692,-118.293,34.764,0.2844280744833231,BOEING,737-800,3631.0,0.8247619047619048,2022-11-08 08:50:00,1,False
SWA3069,-118.495,34.5832,0.20974012686719867,BOEING,737-7H4,5772.0,0.7276190476190476,2022-11-08 08:50:00,3,False
UPS2949,-117.834,34.5256,0.11827296910169839,MCDONNELL DOUGLAS,MD-11F,6353.0,0.5961904761904762,2022-11-08 08:50:00,0,False
ASA1443,-118.559,34.422,0.21833435645590343,BOEING,737-9,1553.0,0.7752380952380953,2022-11-08 08:50:00,3,False
SKW5264,-118.089,34.649,0.2604870063433599,EMBRAER S A,ERJ 170-200 LR,1607.0,0.8419047619047619,2022-11-08 08:50:00,1,False
JSX400,-118.243,34.5917,0.04419889502762431,EMBRAER,EMB-135ER,1061.0,0.7047619047619047,2022-11-08 08:50:00,1,False
SKW5786,-117.841,34.2669,0.18498056067116841,BOMBARDIER INC,CL-600-2C10,0.0,0.7047619047619047,2022-11-08 09:00:00,0,False
SKW3466,-118.496,34.5133,0.20974012686719867,EMBRAER S A,ERJ 170-200 LR,1060.0,0.740952380952381,2022-11-08 09:00:00,3,False
SWA1682,-118.438,34.4215,0.30980151422140373,BOEING,737-7H4,5742.0,0.8152380952380953,2022-11-08 09:00:00,3,False
SWA2177,-118.139,34.648,0.14589727849396356,BOEING,737-7H4,4633.0,0.6704761904761904,2022-11-08 09:00:00,1,False
0,-117.521,34.69,0.29302230407202784,HAWKER BEECHCRAFT CORP,400A,1675.0,0.7847619047619048,2022-11-08 09:00:00,0,False
SKW4691,-118.22,34.5663,0.285451197053407,EMBRAER S A,ERJ 170-200 LR,1747.0,0.7809523809523808,2022-11-08 09:00:00,1,False
SWA2152,-118.251,34.6723,0.2768569674647023,BOEING,737-8H4,1576.0,0.8419047619047619,2022-11-08 09:00:00,1,False
EJA693,-117.593,34.6876,0.20523838755882956,CESSNA,560XL,7754.0,0.7047619047619047,2022-11-08 09:10:00,0,False
ASA537,-118.121,34.6708,0.1526498874565173,BOEING,737-900ER,1536.0,0.700952380952381,2022-11-08 09:10:00,1,False
SKW3429,-118.601,34.3343,0.18498056067116841,EMBRAER S A,ERJ 170-200 LR,3750.0,0.7047619047619047,2022-11-08 09:10:00,3,False
SKW3745,-118.353,34.5637,0.04419889502762431,EMBRAER S A,ERJ 170-200 LL,6020.0,0.44190476190476186,2022-11-08 09:10:00,1,False
HGT5324,-117.533,34.3038,0.2864743196234909,EMBRAER,EMB-145XR,3644.0,0.8114285714285714,2022-11-08 09:10:00,0,False
N54HA,-118.637,34.6034,0.240024554941682,BOMBARDIER INC,BD-100-1A10,7632.0,0.7047619047619047,2022-11-08 09:20:00,3,False
NKS265,-117.826,34.7003,0.15960712093308776,AIRBUS,A320-271N,4722.0,0.6571428571428573,2022-11-08 09:20:00,0,False
SWA1453,-118.06,34.6311,0.14323715981174545,BOEING,737-7H4,3753.0,0.6704761904761904,2022-11-08 09:20:00,1,False
SWA990,-117.77,34.4963,0.10967873951299366,BOEING,737-7BD,0.0,0.6228571428571428,2022-11-08 09:20:00,0,False
N555DT,-118.225,34.5852,0.110292613055044,BOMBARDIER INC,BD-700-1A10,1304.0,0.6666666666666667,2022-11-08 09:30:00,1,False
SWA1530,-118.686,34.7631,0.22385921833435646,BOEING,737-8H4,1711.0,0.8114285714285714,2022-11-08 09:30:00,2,False
SWA3352,-117.64,34.7099,0.20196439533456106,BOEING,737-7H4,4761.0,0.7180952380952381,2022-11-08 09:30:00,0,False
PCM8683,-118.056,34.7042,0.07427869858809084,CESSNA,208B,4745.0,0.7047619047619047,2022-11-08 09:30:00,1,False
DAL1481,-118.57,34.471,0.19930427665234296,BOEING,737-832,1610.0,0.7752380952380953,2022-11-08 09:30:00,3,False
N516PM,-118.338,34.5704,0.04358502148557397,CESSNA,680,7213.0,0.7047619047619047,2022-11-08 09:30:00,1,False
N1932S,-117.405,34.4342,0.2860650705954573,INGRAM SKOT,SPAD XIII,3606.0,0.8361904761904762,2022-11-08 09:30:00,0,False
MVJ54,-118.49,34.4818,0.17577245754041332,ROBINSON HELICOPTER,R44,6272.0,0.7104761904761905,2022-11-08 09:30:00,3,False
SWA8506,-118.513,34.96,0.3081645181092695,BOEING,737-7H4,0.0,0.7047619047619047,2022-11-08 09:30:00,2,False
N61TF,-118.297,34.4131,0.3100061387354205,BOMBARDIER INC,BD-100-1A10,2027.0,0.8590476190476191,2022-11-08 09:40:00,3,False
FTH86O,-117.848,34.5556,0.24923265807243705,CESSNA,750,7235.0,0.7847619047619048,2022-11-08 09:40:00,0,False
SWA2945,-118.493,34.5186,0.22672396153059138,BOEING,737-7Q8,6755.0,0.7885714285714285,2022-11-08 09:40:00,3,False
SWA3358,-118.175,34.6764,0.17679558011049723,BOEING,737-7BD,3231.0,0.7276190476190476,2022-11-08 09:40:00,1,False
ASA1108,-117.227,34.6895,0.2252915899324739,AIRBUS,A321-253N,6770.0,0.7980952380952382,2022-11-08 09:40:00,0,True
N763MT,-118.318,34.8181,0.33415183138940047,BOMBARDIER AEROSPACE INC,BD-100-1A10,1613.0,0.8285714285714285,2022-11-08 09:40:00,2,False
SKW3428,-118.238,34.7145,0.2563945160630243,EMBRAER S A,ERJ 170-200 LR,1366.0,0.7714285714285714,2022-11-08 09:50:00,1,False
TIV688,-117.588,34.575,0.318804992838142,CESSNA,680,1724.0,0.7447619047619047,2022-11-08 09:50:00,0,False
SWA2130,-118.432,34.4914,0.22611008798854104,BOEING,737-800,4764.0,0.8419047619047619,2022-11-08 09:50:00,3,False
SWA2340,-118.522,34.5554,0.3102107632494373,BOEING,737-8,1323.0,0.8285714285714285,2022-11-08 10:00:00,3,False
JSX401,-117.892,34.6962,0.14794352363413138,EMBRAER,EMB-135ER,1375.0,0.7047619047619047,2022-11-08 10:00:00,0,False
SKW5997,-117.835,34.6073,0.23245344792306116,BOMBARDIER INC,CL-600-2B19,7641.0,0.7047619047619047,2022-11-08 10:00:00,0,False
SKW3333,-117.741,34.603,0.14692040106404747,EMBRAER S A,ERJ 170-200 LR,3763.0,0.6666666666666667,2022-11-08 10:00:00,0,False
SKW3312,-118.549,34.8612,0.25925925925925924,EMBRAER S A,ERJ 170-200 LR,7262.0,0.7714285714285714,2022-11-08 10:00:00,2,False
N525KM,-117.99,34.639,0.05545324329854716,CESSNA,525,1450.0,0.7047619047619047,2022-11-08 10:10:00,1,False
ASA570,-118.56,34.6167,0.2764477184366687,BOEING,737-990ER,7767.0,0.819047619047619,2022-11-08 10:10:00,3,False
AAL1164,-117.93,34.5217,0.23593206466134642,BOEING,737-823,3207.0,0.8285714285714285,2022-11-08 10:10:00,0,False
N1811S,-118.605,34.4555,0.2373644362594639,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,6724.0,0.7980952380952382,2022-11-08 10:20:00,3,False
XAA2661,-118.161,34.6258,0.20564763658686308,Unknown,Unknown,6744.0,0.8247619047619048,2022-11-08 10:20:00,1,False
N501MG,-117.864,34.6978,0.17945569879271533,BOMBARDIER INC,BD-700-1A10,5760.0,0.7619047619047619,2022-11-08 10:20:00,0,False
OCEAN11,-117.728,34.6718,0.08532842234499692,Unknown,Unknown,4631.0,0.44190476190476186,2022-11-08 10:20:00,0,False
N35GR,-117.627,34.7096,0.20053202373644363,GULFSTREAM AEROSPACE,GV-SP (G550),5712.0,0.7714285714285714,2022-11-08 10:30:00,0,False
FORGE78,-117.878,34.6645,0.04685901370984244,Unknown,Unknown,1057.0,0.4723809523809524,2022-11-08 10:30:00,1,False
SKW3659,-118.405,34.8677,0.19357479025987312,EMBRAER S A,ERJ 170-200 LR,0.0,0.7047619047619047,2022-11-08 10:40:00,2,False
TAI562,-118.88,34.8971,0.2932269285860446,AIRBUS,A320-251N,2426.0,0.8247619047619048,2022-11-08 10:40:00,2,False
N200GN,-118.33,34.4541,0.11070186208307754,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM 200,0.0,0.7047619047619047,2022-11-08 10:50:00,1,False
SWA297,-118.692,34.451,0.27624309392265195,BOEING,737-7H4,0.0,0.7047619047619047,2022-11-08 10:50:00,3,False
ASA231,-118.165,34.7006,0.16635972989564152,BOEING,737-990ER,3560.0,0.6971428571428571,2022-11-08 10:50:00,1,False
ASA615,-118.532,34.6389,0.18334356455903417,BOEING,737-900ER,7745.0,0.7809523809523808,2022-11-08 10:50:00,3,False
SWA3058,-118.781,34.5783,0.31041538776345406,BOEING,737-7H4,2451.0,0.7047619047619047,2022-11-08 10:50:00,3,False
EJA749,-117.746,34.5671,0.2864743196234909,BOMBARDIER INC,BD-100-1A10,1727.0,0.8590476190476191,2022-11-08 10:50:00,0,False
LXJ441,-117.503,34.692,0.35093104153877636,EMBRAER S A,EMB-545,3235.0,0.8019047619047619,2022-11-08 10:50:00,0,False
LXJ540,-118.414,34.7983,0.29343155310006136,BOMBARDIER INC,BD-100-1A10,7220.0,0.8247619047619048,2022-11-08 10:50:00,2,False
SWA836,-117.946,34.5667,0.2946593001841621,BOEING,737-7H4,2674.0,0.8285714285714285,2022-11-08 11:00:00,0,False
EJA449,-117.98,34.6239,0.15633312870881932,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,3776.0,0.7752380952380953,2022-11-08 11:00:00,1,False
EJA832,-118.245,34.5219,0.24268467362390017,TEXTRON AVIATION INC,700,647.0,0.9028571428571428,2022-11-08 11:00:00,1,False
N57FL,-117.672,34.596,0.14364640883977897,CESSNA,525A,6324.0,0.7047619047619047,2022-11-08 11:00:00,0,False
AAL2475,-117.675,34.3605,0.17188459177409454,AIRBUS,A321-231,0.0,0.6971428571428571,2022-11-08 11:10:00,0,False
ASA498,-118.461,34.4559,0.2598731328013096,BOEING,737-9,7765.0,0.8114285714285714,2022-11-08 11:10:00,3,False
N555QB,-118.06,34.632,0.0738694495600573,CESSNA,750,1104.0,0.7047619047619047,2022-11-08 11:10:00,1,False
SKW3427,-118.573,34.3035,0.23511356660527932,EMBRAER S A,ERJ 170-200 LR,2046.0,0.7047619047619047,2022-11-08 11:10:00,3,False
ASA1410,-118.266,34.7712,0.17659095559648047,BOEING,737-990,3562.0,0.7142857142857142,2022-11-08 11:10:00,1,False
Unknown,-117.813,34.5637,0.2952731737262124,GULFSTREAM AEROSPACE CORP,GVI (G650ER),7460.0,0.9771428571428571,2022-11-08 11:10:00,0,False
ASA1420,-117.843,34.566,0.269695109474115,BOEING,737-9,3733.0,0.8361904761904762,2022-11-08 11:10:00,0,False
AAL1009,-117.832,34.5542,0.27788009003478614,AIRBUS INDUSTRIE,A319-112,2276.0,0.8247619047619048,2022-11-08 11:10:00,0,False
JBU459,-118.349,34.5674,0.04419889502762431,AIRBUS,A320-232,1671.0,0.44190476190476186,2022-11-08 11:10:00,1,False
